idx,month,day,old,new,poem,Prov,link
312,11,08,겔18:1-19:14,히9:1-10,시106:32-48,잠27:10,https://www.youtube.com/watch?v=n3SJj4JEVlI
313,11,09,겔20:1-49,히9:11-28,시107:1-43,잠27:11,https://www.youtube.com/watch?v=9ot87IMTDgg
314,11,10,겔21:1-22:31,히10:1-17,시108:1-13,잠27:12,https://www.youtube.com/watch?v=DVoxQeA4Vs4
315,11,11,겔23:1-49,히10:18-39,시109:1-31,잠27:13,https://www.youtube.com/watch?v=9EM8TIlj4zc
316,11,12,겔24:1-26:21,히11:1-16,시110:1-7,잠27:14,https://www.youtube.com/watch?v=WQcz9UrS-Uc
317,11,13,겔27:1-28:26,히11:17-31,시111:1-10,잠27:15-16,https://www.youtube.com/watch?v=qBmlC3PasKk
318,11,14,겔29:1-30:26,히11:32-12:13,시112:1-10,잠27:17,https://www.youtube.com/watch?v=qqT7fm7Vk7g
319,11,15,겔31:1-32:32,히12:14-29,시113:1-114:8,잠27:18-20,https://www.youtube.com/watch?v=Zv2pBc5geR0
320,11,16,겔33:1-34:31,히13:1-25,시115:1-18,잠27:21-22,https://www.youtube.com/watch?v=EmtzIgIy3Xc
321,11,17,겔35:1-36:38,약1:1-18,시116:1-19,잠27:23-27,https://www.youtube.com/watch?v=EmtzIgIy3Xc
322,11,18,겔37:1-38:23,약1:19-2:17,시117:1-2,잠28:1,https://www.youtube.com/watch?v=fwM4WJKgckk
323,11,19,겔39:1-40:27,약2:18-3:18,시118:1-18,잠28:2,https://www.youtube.com/watch?v=YF4rOwu-gEU
324,11,20,겔40:28-41:26,약4:1-17,시118:19-29,잠28:3-5,https://www.youtube.com/watch?v=uvL3UqS9Opg
325,11,21,겔42:1-43:27,약5:1-20,시119:1-16,잠28:6-7,https://www.youtube.com/watch?v=y1zb38Ayn1c
326,11,22,겔44:1-45:12,벧전1:1-12,시119:17-32,잠28:8-10,https://www.youtube.com/watch?v=X3JuH3JPY2I
327,11,23,겔45:13-46:24,벧전1:13-2:10,시119:33-48,잠28:11,https://www.youtube.com/watch?v=kS54wbKCSzM&t=145s
328,11,24,겔47:1-48:35,벧전2:11-3:7,시119:49-64,잠28:12-13,https://www.youtube.com/watch?v=BbQnO48vPls
329,11,25,단1:1-2:23,벧전3:8-4:6,시119:65-80,잠28:14,https://www.youtube.com/watch?v=T_6ikK1sZbk
330,11,26,단2:24-3:30,벧전4:7-5:14,시119:81-96,잠28:15-16,https://www.youtube.com/watch?v=kmDLvMXRVP0
331,11,27,단4:1-37,벧후1:1-21,시119:97-112,잠28:17-18,https://www.youtube.com/watch?v=vEoNSYm3aY4
332,11,28,단5:1-31,벧후2:1-22,시119:113-128,잠28:19-20,https://www.youtube.com/watch?v=VI-qHMqrYzc
333,11,29,단6:1-28,벧후3:1-18,시119:129-152,잠28:21-22,https://www.youtube.com/watch?v=vDVHXopwh8w
334,11,30,단7:1-28,요일1:1-10,시119:153-176,잠28:23-24,https://www.youtube.com/watch?v=SxTWXUQTVPU
335,12,01,단8:1-27,요일2:1-17,시120:1-7,잠28:25-26,https://www.youtube.com/watch?v=E8mX61D8eeE
336,12,02,단9:1-11:1,요일2:18-3:6,시121:1-8,잠28:27-28,https://www.youtube.com/watch?v=xQI0Ow_nxUo
337,12,03,단11:2-35,요일3:7-24,시122:1-9,잠29:1,https://www.youtube.com/watch?v=CO-9BsYeG2I
338,12,04,단11:36-12:13,요일4:1-21,시123:1-4,잠29:2-4,https://www.youtube.com/watch?v=HoRoBxZZ37U
339,12,05,호1:1-3:5,요일5:1-21,시124:1-8,잠29:5-8,https://www.youtube.com/watch?v=-rKzeUSeLnI
340,12,06,호4:1-5:15,요이1:1-13,시125:1-5,잠29:9-11,https://www.youtube.com/watch?v=ZulCMo_q7fs
341,12,07,호6:1-9:17,요삼1:1-14,시126:1-6,잠29:12-14,https://www.youtube.com/watch?v=x0IcIUT7aIU
342,12,08,호10:1-14:9,유1:1-25,시127:1-5,잠29:15-17,https://www.youtube.com/watch?v=PRgupRVh7jo
343,12,09,욜1:1-3:21,계1:1-20,시128:1-6,잠29:18,https://www.youtube.com/watch?v=jwPWszTWg2g
344,12,10,암1:1-3:15,계2:1-17,시129:1-8,잠29:19-20,https://www.youtube.com/watch?v=y-k-wUXL2jQ
345,12,11,암4:1-6:14,계2:18-3:6,시130:1-8,잠29:21-22,https://www.youtube.com/watch?v=Lr2DxHZ-un4
346,12,12,암7:1-9:15,계3:7-22,시131:1-3,잠29:23,https://www.youtube.com/watch?v=8aE-_Navx6c&t=79s
347,12,13,옵1:1-21,계4:1-11,시132:1-18,잠29:24-25,https://www.youtube.com/watch?v=KCx_ZDVlG0g
348,12,14,욘1:1-4:11,계5:1-14,시133:1-3,잠29:26-27,https://www.youtube.com/watch?v=iBs5NTzm4Sw
349,12,15,미1:1-4:13,계6:1-17,시134:1-3,잠30:1-4,https://www.youtube.com/watch?v=Om9CKdyu3bg
350,12,16,미5:1-7:20,계7:1-17,시135:1-21,잠30:5-6,https://www.youtube.com/watch?v=H5vy1TU_Pr8
351,12,17,나1:1-3:19,계8:1-13,시136:1-26,잠30:7-9,https://www.youtube.com/watch?v=5qkRHhPhdAY
352,12,18,합1:1-3:19,계9:1-21,시137:1-9,잠30:10,https://www.youtube.com/watch?v=gqFVUibypoQ
353,12,19,습1:1-3:20,계10:1-11,시138:1-8,잠30:11-14,https://www.youtube.com/watch?v=dOEt6-h0va0
354,12,20,학1:1-2:23,계11:1-19,시139:1-24,잠30:15-16,https://www.youtube.com/watch?v=pE5P6-Z4ilA
355,12,21,슥1:1-21,계12:1-13:1상,시140:113,잠30:17,https://www.youtube.com/watch?v=nrnpc55GiSQ
356,12,22,슥2:1-3:10,계13:1하-18,시141:1-10,잠30:18-20,https://www.youtube.com/watch?v=ariolcq5TFY
357,12,23,슥4:1-5:11,계14:1-20,시142:1-7,잠30:21-23,https://www.youtube.com/watch?v=6LeHVPrAxHA
358,12,24,슥6:1-7:14,계15:1-8,시143:1-12,잠30:24-28,https://www.youtube.com/watch?v=NplcAVyvz7o
359,12,25,슥8:1-23,계16:1-21,시144:1-15,잠30:29-31,https://www.youtube.com/watch?v=pKjmo7O-Eh0
360,12,26,슥9:1-17,계17:1-18,시145:1-21,잠30:32,https://www.youtube.com/watch?v=xUPf7s4PRa4
361,12,27,슥10:1-11:17,계18:1-24,시146:1-10,잠30:33,https://www.youtube.com/watch?v=Nne4-_4Fibs
362,12,28,슥12:1-13:9,계19:1-21,시147:1-20,잠31:1-7,https://www.youtube.com/watch?v=27xeLrzgFC4
363,12,29,슥14:1-21,계20:1-15,시148:1-14,잠31:8-9,https://www.youtube.com/watch?v=qX27z4fAeQM
364,12,30,말1:1-2:17,계21:1-27,시149:1-9,잠31:10-24,https://www.youtube.com/watch?v=HiJsieU3Eh8
365,12,31,말3:1-4:6,계22:1-21,시150:1-6,잠31:25-31,https://www.youtube.com/watch?v=2BsNX1FILX0
366,,,,,,,
